Fecha,Descripción,Depósitos,Retiros,Saldo
21-ABR-25,PAGO DE CAPITAL 089133851,0.0,10091.13,20255.82
21-ABR-25,PAGO DE INTERESES 089133851,0.0,4987.69,15268.13
21-ABR-25,INTERESES NO REALES 089133851,0.0,1890.0,13378.13
22-ABR-25,JEGC ABARROTES 09371029D,937.0,0.0,14315.13
22-ABR-25,COMISION 09371029D,0.0,7.03,14308.1
22-ABR-25,IVA COMISION 09371029D,0.0,1.12,14306.98
22-ABR-25,LOS TAMALES D TERESI 09316975C,2358.0,0.0,16664.98
22-ABR-25,COMISION 09316975C,0.0,46.94,16618.04
22-ABR-25,IVA COMISION 09316975C,0.0,7.52,16610.52
22-ABR-25,LOS TAMALES D TERESI 09316975D,9965.0,0.0,26575.52
22-ABR-25,COMISION 09316975D,0.0,198.29,26377.23
22-ABR-25,IVA COMISION 09316975D,0.0,31.74,26345.49
22-ABR-25,DEP.EFECTIVO,11000.0,0.0,37345.49
22-ABR-25,PAGO REFERENCIADO 543475211225 Impuesto Deposito Referenciado,0.0,30511.0,6834.49
23-ABR-25,LOS TAMALES D TERESI 09316975C,4572.0,0.0,11406.49
23-ABR-25,COMISION 09316975C,0.0,90.98,11315.51
23-ABR-25,IVA COMISION 09316975C,0.0,14.57,11300.94
23-ABR-25,LOS TAMALES D TERESI 09316975D,6827.0,0.0,18127.94
23-ABR-25,COMISION 09316975D,0.0,135.85,17992.09
23-ABR-25,IVA COMISION 09316975D,0.0,21.75,17970.34
23-ABR-25,JEGC ABARROTES 09371029C,811.0,0.0,18781.34
23-ABR-25,COMISION 09371029C,0.0,6.09,18775.25
23-ABR-25,IVA COMISION 09371029C,0.0,0.98,18774.27
23-ABR-25,JEGC ABARROTES 09371029D,471.0,0.0,19245.27
23-ABR-25,COMISION 09371029D,0.0,3.55,19241.72
23-ABR-25,IVA COMISION 09371029D,0.0,0.57,19241.15
23-ABR-25,"COMPRA ORDEN DE PAGO SPEI 0250423 =REFERENCIA CTA/CLABE: 4152314204800687 , BXI SPEI",0.0,4850.0,14391.15
24-ABR-25,JEGC ABARROTES 09371029C,20.0,0.0,14411.15
24-ABR-25,COMISION 09371029C,0.0,0.15,14411.0
24-ABR-25,IVA COMISION 09371029C,0.0,0.02,14410.98
24-ABR-25,JEGC ABARROTES 09371029D,122.0,0.0,14532.98
24-ABR-25,COMISION 09371029D,0.0,0.91,14532.07
24-ABR-25,IVA COMISION 09371029D,0.0,0.15,14531.92
24-ABR-25,LOS TAMALES D TERESI 09297542C,6674.0,0.0,21205.92
24-ABR-25,COMISION 09297542C,0.0,132.8,21073.12
24-ABR-25,IVA COMISION 09297542C,0.0,21.27,21051.85
24-ABR-25,LOS TAMALES D TERESI 09297542D,11664.5,0.0,32716.35
24-ABR-25,COMISION 09297542D,0.0,247.17,32469.18
24-ABR-25,IVA COMISION 09297542D,0.0,39.55,32429.63
24-ABR-25,PAGO REFERENCIADO 552009411425 Impuesto Deposito Referenciado,0.0,8724.0,23705.63
24-ABR-25,CARGO POR PAGO CONCENTRACION SEGUROS BANORTE,0.0,5523.0,18182.63
24-ABR-25,"Deposito en efectivo en cajero Banorte. Te depositaron $20,000.00 MXN a la tarjeta **0000 de",20000.0,0.0,38182.63
24-ABR-25,"TRASPASO A CUENTA DE TERCEROS 0024042025 IVA:00000000.00 , A LA CUENTA: 0037014729",0.0,6700.0,31482.63
24-ABR-25,CARGO POR PAGO CONCENTRACION MOV SEGUROS BANORTE,0.0,4686.0,26796.63
24-ABR-25,RETIRO DEP. ELECTRONICO DE LA EMISORA : 04499,0.0,11182.8,15613.83
25-ABR-25,AUTOS Y VANES VILLAUTO RFC:AVV 161031CU9,0.0,4500.0,11113.83
25-ABR-25,LOS TAMALES D TERESI 09297542C,8506.8,0.0,19620.63
25-ABR-25,COMISION 09297542C,0.0,169.29,19451.34
25-ABR-25,IVA COMISION 09297542C,0.0,27.09,19424.25
25-ABR-25,LOS TAMALES D TERESI 09297542D,3365.2,0.0,22789.45
25-ABR-25,COMISION 09297542D,0.0,66.97,22722.48
25-ABR-25,IVA COMISION 09297542D,0.0,10.72,22711.76
25-ABR-25,JEGC ABARROTES 09371029C,62.0,0.0,22773.76
25-ABR-25,COMISION 09371029C,0.0,0.47,22773.29
25-ABR-25,IVA COMISION 09371029C,0.0,0.08,22773.21
25-ABR-25,JEGC ABARROTES 09371029D,480.0,0.0,23253.21
25-ABR-25,COMISION 09371029D,0.0,3.6,23249.61
25-ABR-25,IVA COMISION 09371029D,0.0,0.57,23249.04
25-ABR-25,"TRASP FONDOS 0000250425 AL R.F.C. LECE8001101Z9 , A LA CUENTA: 0787414184 ANTICIPO",0.0,16245.0,7004.04
26-ABR-25,"TRASPASO A CUENTA DE TERCEROS 0026042025 IVA:00000000.00 , A LA CUENTA: 1196083194",0.0,3492.0,3512.04
28-ABR-25,LOS TAMALES D TERESI 09297542C,13854.5,0.0,17366.54
28-ABR-25,COMISION 09297542C,0.0,275.69,17090.85
28-ABR-25,IVA COMISION 09297542C,0.0,44.12,17046.73
28-ABR-25,LOS TAMALES D TERESI 09297542D,21890.9,0.0,38937.63
28-ABR-25,COMISION 09297542D,0.0,435.63,38502.0
28-ABR-25,IVA COMISION 09297542D,0.0,69.7,38432.3
28-ABR-25,JEGC ABARROTES 09371029C,331.0,0.0,38763.3
28-ABR-25,COMISION 09371029C,0.0,2.49,38760.81
28-ABR-25,IVA COMISION 09371029C,0.0,0.4,38760.41
28-ABR-25,JEGC ABARROTES 09371029D,281.0,0.0,39041.41
28-ABR-25,COMISION 09371029D,0.0,2.11,39039.3
28-ABR-25,IVA COMISION 09371029D,0.0,0.34,39038.96
28-ABR-25,LOS TAMALES D TERESI 09297542C,5175.6,0.0,44214.56
28-ABR-25,COMISION 09297542C,0.0,103.0,44111.56
28-ABR-25,IVA COMISION 09297542C,0.0,16.47,44095.09
28-ABR-25,LOS TAMALES D TERESI 09297542D,7479.85,0.0,51574.94
28-ABR-25,COMISION 09297542D,0.0,148.84,51426.1
28-ABR-25,IVA COMISION 09297542D,0.0,23.85,51402.25
28-ABR-25,"TRASPASO A CUENTA DE TERCEROS 0028042025 IVA:00000000.00 , A LA CUENTA: 0220486338",0.0,32480.0,18922.25
28-ABR-25,"TRASPASO A CUENTA DE TERCEROS 0028042025 IVA:00000000.00 , A LA CUENTA: 0220486338",0.0,2668.0,16254.25
28-ABR-25,"TRASPASO A CUENTA DE TERCEROS 0028042025 IVA:00000000.00 , A LA CUENTA: 0231130451",0.0,2576.03,13678.22
28-ABR-25,"COMPRA ORDEN DE PAGO SPEI 0280425 =REFERENCIA CTA/CLABE: 012580004587649058, BXI",0.0,2635.2,11043.02
29-ABR-25,LOS TAMALES D TERESI 09297542C,2775.0,0.0,13818.02
29-ABR-25,COMISION 09297542C,0.0,55.22,13762.8
29-ABR-25,IVA COMISION 09297542C,0.0,8.84,13753.96
29-ABR-25,LOS TAMALES D TERESI 09297542D,4091.9,0.0,17845.86
29-ABR-25,COMISION 09297542D,0.0,81.44,17764.42
29-ABR-25,IVA COMISION 09297542D,0.0,13.03,17751.39
29-ABR-25,JEGC ABARROTES 09371029C,179.0,0.0,17930.39
29-ABR-25,COMISION 09371029C,0.0,1.34,17929.05
29-ABR-25,IVA COMISION 09371029C,0.0,0.21,17928.84
29-ABR-25,JEGC ABARROTES 09371029D,160.0,0.0,18088.84
29-ABR-25,COMISION 09371029D,0.0,1.2,18087.64
29-ABR-25,IVA COMISION 09371029D,0.0,0.19,18087.45
29-ABR-25,DEP.EFECTIVO,46000.0,0.0,64087.45
29-ABR-25,"COMPRA ORDEN DE PAGO SPEI 0290425 =REFERENCIA CTA/CLABE: 012580001152847592, BXI",0.0,52329.12,11758.33
30-ABR-25,LOS TAMALES D TERESI 09297542C,5985.9,0.0,17744.23
30-ABR-25,COMISION 09297542C,0.0,119.13,17625.1
30-ABR-25,IVA COMISION 09297542C,0.0,19.06,17606.04
30-ABR-25,LOS TAMALES D TERESI 09297542D,6100.25,0.0,23706.29
30-ABR-25,COMISION 09297542D,0.0,121.4,23584.89
30-ABR-25,IVA COMISION 09297542D,0.0,19.43,23565.46
30-ABR-25,"COMPRA ORDEN DE PAGO SPEI 0300425 =REFERENCIA CTA/CLABE: 012580004835108759, BXI",0.0,20000.0,3565.46
30-ABR-25,CARGO POR PAGO CONCENTRACION NATURGY MEXICO,0.0,764.0,2801.46
